PRISM_DATASET_FILENAME,PRISM_DATASET_CREATE_DATE,PRISM_DATASET_TYPE,PRISM_DATASET_VERSION,PRISM_CODE_VERSION,PRISM_DATASET_REMARKS,file_path,folder_path
"cai_tmax_us_us_30s_199908.bil, cai_tmin_us_us_30s_199908.bil","20190913, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199908_bil/PRISM_tmean_stable_4kmM3_199908_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199908_bil
"cai_tmax_us_us_30s_199909.bil, cai_tmin_us_us_30s_199909.bil","20190913, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199909_bil/PRISM_tmean_stable_4kmM3_199909_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199909_bil
"cai_tmax_us_us_30s_199910.bil, cai_tmin_us_us_30s_199910.bil","20190913, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199910_bil/PRISM_tmean_stable_4kmM3_199910_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199910_bil
"cai_tmax_us_us_30s_199911.bil, cai_tmin_us_us_30s_199911.bil","20190913, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199911_bil/PRISM_tmean_stable_4kmM3_199911_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199911_bil
"cai_tmax_us_us_30s_199912.bil, cai_tmin_us_us_30s_199912.bil","20190913, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199912_bil/PRISM_tmean_stable_4kmM3_199912_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_199912_bil
"cai_tmax_us_us_30s_200001.bil, cai_tmin_us_us_30s_200001.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200001_bil/PRISM_tmean_stable_4kmM3_200001_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200001_bil
"cai_tmax_us_us_30s_200002.bil, cai_tmin_us_us_30s_200002.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200002_bil/PRISM_tmean_stable_4kmM3_200002_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200002_bil
"cai_tmax_us_us_30s_200003.bil, cai_tmin_us_us_30s_200003.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200003_bil/PRISM_tmean_stable_4kmM3_200003_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200003_bil
"cai_tmax_us_us_30s_200004.bil, cai_tmin_us_us_30s_200004.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200004_bil/PRISM_tmean_stable_4kmM3_200004_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200004_bil
"cai_tmax_us_us_30s_200005.bil, cai_tmin_us_us_30s_200005.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200005_bil/PRISM_tmean_stable_4kmM3_200005_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200005_bil
"cai_tmax_us_us_30s_200006.bil, cai_tmin_us_us_30s_200006.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200006_bil/PRISM_tmean_stable_4kmM3_200006_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200006_bil
"cai_tmax_us_us_30s_200007.bil, cai_tmin_us_us_30s_200007.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200007_bil/PRISM_tmean_stable_4kmM3_200007_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200007_bil
"cai_tmax_us_us_30s_200008.bil, cai_tmin_us_us_30s_200008.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200008_bil/PRISM_tmean_stable_4kmM3_200008_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200008_bil
"cai_tmax_us_us_30s_200009.bil, cai_tmin_us_us_30s_200009.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200009_bil/PRISM_tmean_stable_4kmM3_200009_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200009_bil
"cai_tmax_us_us_30s_200010.bil, cai_tmin_us_us_30s_200010.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200010_bil/PRISM_tmean_stable_4kmM3_200010_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200010_bil
"cai_tmax_us_us_30s_200011.bil, cai_tmin_us_us_30s_200011.bil","20190917, 20191005",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200011_bil/PRISM_tmean_stable_4kmM3_200011_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200011_bil
"cai_tmax_us_us_30s_200012.bil, cai_tmin_us_us_30s_200012.bil",20190917,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200012_bil/PRISM_tmean_stable_4kmM3_200012_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200012_bil
"cai_tmax_us_us_30s_200101.bil, cai_tmin_us_us_30s_200101.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200101_bil/PRISM_tmean_stable_4kmM3_200101_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200101_bil
"cai_tmax_us_us_30s_200102.bil, cai_tmin_us_us_30s_200102.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200102_bil/PRISM_tmean_stable_4kmM3_200102_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200102_bil
"cai_tmax_us_us_30s_200103.bil, cai_tmin_us_us_30s_200103.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200103_bil/PRISM_tmean_stable_4kmM3_200103_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200103_bil
"cai_tmax_us_us_30s_200104.bil, cai_tmin_us_us_30s_200104.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200104_bil/PRISM_tmean_stable_4kmM3_200104_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200104_bil
"cai_tmax_us_us_30s_200105.bil, cai_tmin_us_us_30s_200105.bil",20191002,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200105_bil/PRISM_tmean_stable_4kmM3_200105_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200105_bil
"cai_tmax_us_us_30s_200106.bil, cai_tmin_us_us_30s_200106.bil",20191002,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200106_bil/PRISM_tmean_stable_4kmM3_200106_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200106_bil
"cai_tmax_us_us_30s_200107.bil, cai_tmin_us_us_30s_200107.bil",20191002,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200107_bil/PRISM_tmean_stable_4kmM3_200107_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200107_bil
"cai_tmax_us_us_30s_200108.bil, cai_tmin_us_us_30s_200108.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200108_bil/PRISM_tmean_stable_4kmM3_200108_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200108_bil
"cai_tmax_us_us_30s_200109.bil, cai_tmin_us_us_30s_200109.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200109_bil/PRISM_tmean_stable_4kmM3_200109_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200109_bil
"cai_tmax_us_us_30s_200110.bil, cai_tmin_us_us_30s_200110.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200110_bil/PRISM_tmean_stable_4kmM3_200110_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200110_bil
"cai_tmax_us_us_30s_200111.bil, cai_tmin_us_us_30s_200111.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200111_bil/PRISM_tmean_stable_4kmM3_200111_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200111_bil
"cai_tmax_us_us_30s_200112.bil, cai_tmin_us_us_30s_200112.bil",20190918,an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200112_bil/PRISM_tmean_stable_4kmM3_200112_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200112_bil
"cai_tmax_us_us_30s_200201.bil, cai_tmin_us_us_30s_200201.bil","20190919, 20190920",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200201_bil/PRISM_tmean_stable_4kmM3_200201_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200201_bil
"cai_tmax_us_us_30s_200202.bil, cai_tmin_us_us_30s_200202.bil","20190919, 20190920",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200202_bil/PRISM_tmean_stable_4kmM3_200202_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200202_bil
"cai_tmax_us_us_30s_200203.bil, cai_tmin_us_us_30s_200203.bil","20190919, 20190920",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200203_bil/PRISM_tmean_stable_4kmM3_200203_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200203_bil
"cai_tmax_us_us_30s_200204.bil, cai_tmin_us_us_30s_200204.bil","20190919, 20190920",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200204_bil/PRISM_tmean_stable_4kmM3_200204_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200204_bil
"cai_tmax_us_us_30s_200205.bil, cai_tmin_us_us_30s_200205.bil","20190919, 20190920",an81/r1812,M3,16.1-20180525-1024,"This grid was developed in three steps:  (1) tmin and tmax were initially modeled with PRISM at 30-arc-second (~800-m) resolution to produce the source grids listed under PRISM_FILENAME, on the date(s) listed under PRISM_CREATE_DATE; (2) these 800-m tmin and tmax grids were upscaled to 2.5-arc-minute (~4-km) resolution with a Gaussian filter; and (3) the resulting 4-km tmin and tmax grids were averaged to obtain a 4-km mean temperature grid.",/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200205_bil/PRISM_tmean_stable_4kmM3_200205_bil.info.txt,/Users/charlottewickham/Documents/posit/scipy-talk/data-raw/prism/PRISM_tmean_stable_4kmM3_200205_bil
